[2982, 585018] [15101, 565949]
[675013, 938077] [643963, 909899]
[643029, 909949] [619983, 913046]
[619106, 913020] [611896, 877946]
[205971, 783914] [235054, 833013]
[235072, 833848] [230953, 841001]
[230996, 841960] [253057, 868032]
[235961, 833014] [270012, 829732]
[270983, 829066] [281045, 827997]
[281990, 827952] [291035, 836110]
[291044, 836953] [287984, 847015]
[287989, 847945] [296010, 855125]
[296990, 855998] [318009, 870069]
[318997, 870032] [333007, 867745]
[333944, 867997] [362046, 886020]
[230002, 841792] [190999, 842937]
[362953, 886836] [402031, 923116]
[402853, 923992] [418117, 938154]
[418934, 938969] [422138, 946004]
[482982, 355020] [487532, 297996]
[487950, 297003] [488085, 282968]
[488923, 282029] [515001, 269904]
[488025, 282729] [457999, 287224]
[515967, 269894] [538085, 292021]
[515035, 269047] [489969, 240824]
[489006, 240043] [461972, 234928]
[461114, 234001] [448978, 200977]
[448032, 200003] [413883, 168953]
[413019, 168003] [372961, 159872]
[372032, 159084] [350966, 150982]
[372074, 159972] [348961, 199119]
[348032, 199920] [317985, 213097]
[807019, 421947] [752878, 443056]
[728941, 893054] [756117, 840994]
[756917, 840946] [801006, 850176]
[801881, 850941] [815166, 888022]
[815173, 888993] [787994, 905181]
[787887, 905993] [790003, 924025]
[801921, 850109] [826051, 816953]
[790977, 924867] [832003, 932135]
[832970, 932827] [866033, 949041]
[866733, 949019] [869272, 912999]
[826777, 816993] [855020, 855047]
[866763, 949994] [881064, 998008]
[752850, 443009] [753232, 383984]
[753018, 383029] [706989, 363732]
[73093, 788972] [67556, 848000]
[67014, 848754] [37965, 859037]
[37316, 859996] [35146, 894021]
[35945, 894993] [64046, 900123]
[64875, 900004] [71232, 885999]
[64277, 900994] [60870, 926042]
[60109, 926952] [40925, 942002]
[40044, 942009] [17960, 932945]
[40120, 942899] [23815, 972002]
[37017, 859978] [3981, 869112]
[60946, 926944] [82085, 954039]
[82983, 954361] [84001, 954430]
[23982, 972831] [53136, 999002]
[71989, 885954] [110034, 898105]
[110999, 898001] [113024, 887993]
[84977, 954150] [124002, 941966]
[350992, 150062] [375065, 93972]
[375013, 93090] [347986, 88997]
[347018, 88008] [330927, 39973]
[330104, 39013] [316955, 35948]
[330911, 39083] [365069, 7957]
[365921, 7998] [374082, 20046]
[316031, 35886] [272971, 55020]
[272981, 55965] [286203, 105004]
[286951, 105877] [288025, 106052]
[619097, 913868] [559984, 932045]
[559050, 932006] [543990, 924822]
[543005, 924931] [532892, 963014]
[532004, 963022] [508984, 961976]
[508085, 961914] [498963, 970093]
[526989, 357024] [588102, 342975]
[588974, 342889] [602013, 350001]
[602911, 350109] [626082, 323991]
[626981, 323002] [658024, 302916]
[658950, 302160] [667033, 299996]
[835054, 356029] [798988, 303984]
[798916, 303024] [806006, 268917]
[806026, 268257] [786965, 263987]
[786025, 263820] [773975, 270029]
[773084, 270030] [769825, 262987]
[769043, 262539] [737995, 261619]
[737004, 261061] [708898, 248942]
[708008, 248013] [674932, 220945]
[674915, 220033] [721083, 189918]
[721950, 189062] [741047, 175980]
[741905, 175956] [750053, 205030]
[750975, 205105] [778006, 200966]
[741258, 175007] [736498, 141991]
[736038, 141947] [705990, 145152]
[705329, 145012] [685996, 90994]
[685676, 90022] [686118, 80989]
[685020, 90020] [666992, 87999]
[686988, 80024] [725026, 31974]
[725962, 31941] [748000, 67025]
[748976, 67752] [800007, 87027]
[800599, 87988] [802023, 99078]
[802974, 99997] [833001, 115000]
[833998, 115071] [882034, 86938]
[882992, 86869] [901085, 103073]
[901861, 103005] [913074, 75917]
[913981, 75130] [924015, 72941]
[924997, 72902] [948013, 72936]
[948991, 72164] [974002, 71760]
[901065, 103994] [902089, 153007]
[666003, 87015] [608954, 60974]
[608020, 60966] [601999, 77027]
[608000, 60023] [595998, 41930]
[595009, 41442] [585990, 41684]
[595566, 41010] [596232, 21998]
[832194, 932993] [814925, 994057]
[448991, 200040] [481078, 144990]
[481999, 144063] [492031, 142923]
[492831, 142974] [518002, 177102]
[518904, 177985] [556010, 216009]
[556884, 216948] [600066, 249009]
[272023, 55022] [224908, 8969]
[224003, 8898] [168971, 18258]
[168993, 18987] [185062, 53042]
[185977, 53846] [200021, 80054]
[185025, 53771] [145998, 60199]
[145856, 60980] [152154, 87035]
[152992, 87924] [164082, 109012]
[164050, 109940] [148932, 124062]
[152037, 87224] [118975, 82952]
[148127, 124963] [119992, 152168]
[119979, 152986] [129047, 161084]
[129059, 161982] [107768, 191027]
[107989, 191968] [117017, 215034]
[117474, 215982] [116915, 249011]
[116025, 249007] [98989, 247636]
[107009, 191081] [61960, 181754]
[61033, 181360] [38989, 179770]
[38893, 179023] [50069, 155999]
[38048, 179023] [9979, 157947]
[9917, 157006] [19146, 125964]
[19037, 125035] [6913, 101964]
[6990, 101002] [27009, 84938]
[27541, 84026] [31000, 52985]
[145062, 60008] [109952, 28934]
[200780, 80994] [223037, 142039]
[223011, 142944] [193923, 195007]
[193955, 195997] [196116, 222004]
[196204, 222994] [182711, 285044]
[182813, 285996] [186011, 313004]
[186011, 313861] [170979, 315381]
[182977, 285823] [212024, 288222]
[212990, 288039] [222013, 286946]
[186916, 313992] [187243, 360001]
[902917, 153989] [958067, 191004]
[958977, 191066] [996124, 152982]
[996013, 152007] [990919, 145952]
[855982, 855047] [912000, 808865]
[912862, 808966] [936013, 838024]
[936979, 838987] [940178, 851023]
[940975, 851060] [949013, 843950]
[940050, 851968] [937642, 869004]
[937977, 869950] [954041, 888104]
[954035, 888886] [945871, 909013]
[954975, 888074] [971189, 864992]
[945922, 909929] [995007, 942079]
[88083, 426001] [72834, 350992]
[72001, 350129] [54938, 345937]
[72981, 350065] [93001, 343871]
[54021, 345205] [30995, 326906]
[30048, 326932] [7998, 337086]
[30114, 326042] [8872, 262982]
[318039, 870945] [289790, 944028]
[289336, 944988] [279919, 996035]
[585022, 41126] [506998, 30952]
[506022, 30010] [474955, 22995]
[124942, 941947] [192041, 985010]
