[997, 212532] [29011, 211684]
[502806, 141017] [511009, 125948]
[445819, 170992] [448094, 200001]
[448081, 200935] [435967, 224042]
[435999, 224872] [461007, 234090]
[461959, 234990] [480015, 238108]
[480997, 238939] [489004, 240029]
[489912, 240004] [493013, 217998]
[493056, 217030] [486967, 196974]
[489984, 240995] [512034, 248024]
[512753, 248995] [513089, 261025]
[513856, 261996] [515014, 269016]
[512917, 248001] [525005, 221997]
[525976, 221938] [541005, 225051]
[541928, 225072] [556000, 216882]
[556998, 216972] [572017, 221005]
[572997, 221059] [582134, 202970]
[582932, 202996] [597025, 218075]
[597959, 218020] [612000, 204996]
[612972, 204914] [622078, 208059]
[612020, 204078] [605984, 195922]
[605089, 195026] [603831, 190991]
[515000, 269998] [488954, 282031]
[488094, 282998] [487912, 297002]
[487033, 297994] [479995, 302093]
[479023, 302963] [475991, 311001]
[488056, 282032] [473959, 274895]
[473093, 274006] [465910, 267959]
[487996, 297902] [507003, 299301]
[507984, 299788] [509012, 300040]
[473081, 274981] [457978, 287095]
[457179, 287995] [454911, 304030]
[454073, 304987] [443980, 313040]
[509999, 300144] [538031, 292932]
[597917, 218998] [600063, 249002]
[600058, 249964] [587996, 257040]
[538958, 292999] [569001, 300190]
[603983, 190008] [630005, 172931]
[630865, 172926] [652050, 194014]
[582062, 202032] [564942, 174944]
[564069, 174028] [560880, 147981]
[560036, 147026] [558974, 123995]
[558956, 123075] [575019, 99980]
[575998, 99037] [593071, 80995]
[593985, 80018] [601051, 77978]
[601905, 77007] [608003, 60960]
[608016, 60071] [595977, 41950]
[595000, 41439] [585999, 41224]
[585078, 41985] [579927, 58013]
[595591, 41012] [596000, 21974]
[601952, 77978] [621011, 95022]
[621133, 95998] [609984, 119022]
[579065, 58887] [552958, 74001]
[552084, 74053] [544914, 50985]
[544036, 50054] [539958, 47916]
[608970, 60025] [640004, 52854]
[652963, 194911] [674034, 220003]
[674977, 220101] [689007, 205984]
[674060, 220998] [653964, 234015]
[413072, 168976] [395987, 197057]
[395277, 197989] [394845, 199001]
[395042, 197023] [386988, 192963]
[689998, 205011] [721077, 189950]
[721988, 189010] [741022, 175990]
[741010, 175051] [731951, 154985]
[731961, 154030] [736074, 141988]
[731042, 154005] [705981, 145953]
[741958, 175951] [750124, 205000]
[750965, 205063] [778009, 200936]
[778962, 200135] [788026, 198986]
[788985, 198963] [797026, 202070]
[797848, 202976] [799174, 210019]
[799974, 210944] [811080, 225046]
[811993, 225970] [816022, 230028]
[816899, 230001] [836033, 219891]
[836970, 219013] [860016, 208984]
[860991, 208113] [891046, 200987]
[891986, 200972] [908058, 223034]
[891972, 200007] [916056, 182987]
[916992, 182902] [933038, 188076]
[933991, 188771] [958011, 191057]
[958927, 191950] [967016, 208034]
[967948, 208078] [979047, 199976]
[916079, 182000] [914877, 155996]
[914007, 155005] [902998, 153754]
[902090, 153084] [884973, 128928]
[884016, 128080] [872867, 106997]
[872995, 106057] [882001, 86941]
[882899, 86985] [901070, 103006]
[901928, 103004] [913107, 75955]
[913994, 75058] [924043, 72924]
[924992, 72932] [948003, 72935]
[948994, 72276] [974000, 71591]
[948207, 72993] [946892, 103027]
[946938, 103995] [950017, 112019]
[950021, 112955] [947910, 124025]
[950993, 112986] [981007, 112774]
[958929, 191009] [980025, 166982]
[980997, 166549] [991004, 166496]
[991900, 166069] [996009, 152991]
[996030, 152002] [990928, 145959]
[736095, 141007] [729820, 107987]
[729979, 107001] [758026, 105946]
[758920, 105003] [776037, 98908]
[776990, 98715] [802003, 99300]
[802230, 99009] [800953, 87983]
[729002, 107935] [699981, 110220]
[699031, 110059] [685982, 90996]
[685874, 90007] [686237, 80995]
[685006, 90059] [666987, 87954]
[729979, 107001] [730396, 75996]
[730997, 75053] [748038, 67862]
[748982, 67024] [749105, 65994]
[802990, 99961] [833050, 115019]
[882031, 86051] [849996, 75826]
[849985, 75007] [856043, 61953]
[856962, 61005] [857108, 41989]
[857028, 41833] [846981, 43114]
[857902, 41030] [871042, 16904]
[846010, 43993] [821987, 58037]
[871988, 16140] [906002, 14846]
[750853, 205982] [764038, 238021]
[764855, 238981] [769006, 262006]
[769970, 262990] [773033, 270046]
[773991, 270084] [786012, 263992]
[773976, 270979] [783026, 286006]
[786980, 263800] [806005, 268244]
[773041, 270999] [757978, 285046]
[783981, 286968] [798014, 303062]
[798075, 303995] [796987, 312026]
[757000, 285019] [737927, 261975]
[737001, 261071] [715986, 253957]
[715049, 253069] [708966, 248977]
[457002, 287016] [429856, 264999]
[429071, 264075] [407959, 253957]
[407011, 253123] [403999, 252996]
[906989, 14703] [942000, 11898]
[806927, 268011] [842006, 260988]
[842993, 260111] [878013, 259754]
[878870, 259028] [880055, 253951]
[878956, 259982] [898018, 271062]
[539068, 47043] [506946, 30948]
[506011, 30036] [474970, 22874]
[486993, 196012] [518075, 177941]
[898959, 271987] [907020, 307032]
[907995, 307786] [931000, 308546]
[931995, 308172] [953005, 308154]
[953992, 308237] [977005, 306755]
[977955, 306032] [986055, 290989]
[977988, 306985] [982081, 328023]
[982005, 328710] [976970, 329070]
[976008, 329951] [964981, 342031]
[907044, 307982] [889909, 326005]
[889079, 326945] [885808, 337024]
[885015, 337079] [873996, 327972]
[885956, 337956] [893099, 353004]
[893021, 353976] [874974, 364022]
[874885, 364997] [877067, 382014]
[877092, 382992] [868967, 391002]
[868008, 391963] [862968, 396013]
[862819, 396993] [864068, 407042]
[862027, 396853] [850998, 398077]
[877974, 382945] [892040, 389082]
[892982, 389977] [895080, 398024]
[895135, 398997] [886999, 405090]
[864994, 407998] [875081, 433010]
[964933, 342980] [983057, 364041]
[983065, 364958] [966984, 376072]
[966079, 376974] [963904, 397005]
[983983, 364980] [993024, 384045]
[873005, 327211] [847987, 313948]
[893994, 353971] [917014, 371064]
[917954, 371880] [920025, 372088]
[917973, 371052] [923026, 359995]
[963039, 397895] [934973, 415036]
[934946, 415998] [944097, 439016]
[944001, 439950] [935996, 451029]
[935966, 451933] [962027, 464010]
[962965, 464011] [984008, 459822]
[984790, 459001] [985006, 447994]
[985982, 447021] [988112, 441977]
[962530, 464985] [961741, 491003]
[961063, 491959] [959978, 493025]
[959003, 493917] [952972, 496027]
[952959, 496976] [960024, 510075]
[952070, 496083] [928995, 492846]
[928022, 492037] [926944, 487996]
[960944, 510975] [970168, 537026]
[970999, 537982] [975019, 539042]
[970004, 537846] [951989, 541342]
[951037, 541959] [939986, 544133]
[939023, 544124] [929969, 541886]
[929057, 541949] [921994, 544246]
[921051, 544962] [910945, 552042]
[910004, 552038] [897965, 542998]
[897917, 542002] [899027, 525993]
[975999, 539991] [998005, 545204]
[926027, 487084] [905987, 464929]
[897006, 542367] [865990, 540969]
[998238, 545996] [994967, 579015]
[850007, 398028] [831976, 369963]
[831882, 369020] [835071, 356990]
[705023, 145037] [669988, 134919]
[669020, 134981] [657942, 141040]
[386008, 192974] [348990, 199076]
[348037, 199005] [341995, 197762]
[341015, 197033] [320964, 188954]
[320076, 188968] [317868, 213027]
[317013, 213918] [283994, 222183]
[653120, 234965] [645993, 272010]
[645955, 272944] [658048, 302008]
[658994, 302058] [667006, 299932]
[658064, 302926] [626985, 323058]
[626999, 323986] [628071, 329020]
[628931, 329978] [642027, 339012]
[642984, 339907] [656001, 343021]
[628023, 329985] [602930, 350117]
[602035, 350057] [588953, 342999]
[602012, 350984] [581971, 382077]
[581996, 382918] [586003, 386039]
[865059, 540037] [845953, 506975]
[845169, 506019] [840969, 497948]
[840956, 497021] [851080, 484954]
[840012, 497031] [823999, 485859]
[823057, 485973] [817932, 492086]
[817173, 492991] [813968, 514008]
[813042, 514900] [785978, 529027]
[785081, 529993] [771994, 538003]
[771042, 538014] [761956, 533973]
[761004, 533979] [746993, 538046]
[746019, 538936] [740996, 546072]
[740005, 546995] [734896, 561029]
[761010, 533008] [754914, 511997]
[771983, 538879] [784008, 565067]
[784129, 565933] [777991, 573098]
[777939, 573995] [780136, 578001]
[780942, 578972] [805018, 585126]
[805991, 585996] [810015, 599002]
[810913, 599955] [818130, 610034]
[818922, 610010] [824015, 601993]
[824976, 601071] [830032, 593929]
[830924, 593990] [844006, 609019]
[844931, 609990] [852043, 625080]
[852947, 625990] [853333, 629000]
[818006, 610964] [808898, 632020]
[808867, 632986] [812040, 648023]
[812985, 648056] [829000, 645924]
[812039, 648974] [792916, 667004]
[792003, 667208] [779999, 663974]
[779006, 663885] [763998, 668135]
[763146, 668014] [762662, 655992]
[762009, 655099] [745989, 649992]
[745040, 649056] [732997, 638976]
[745049, 649999] [739889, 666018]
[739978, 666967] [747021, 680029]
[732806, 638017] [742035, 610970]
[780076, 578998] [775962, 608015]
[853988, 629988] [879020, 647021]
[879884, 647974] [883129, 662014]
[883996, 662992] [896001, 667200]
[896980, 667985] [903044, 676042]
[747995, 680976] [770008, 702130]
[770008, 702983] [766970, 735013]
[766132, 735940] [760963, 752021]
[760961, 752989] [774121, 779008]
[774982, 779994] [782052, 782030]
[782982, 782886] [794075, 791027]
[747022, 680988] [717991, 696013]
[717029, 696933] [702990, 707065]
[883037, 662921] [861994, 688048]
[861016, 688992] [843985, 693008]
[843047, 693008] [841871, 686978]
[843007, 693876] [822962, 707012]
[822859, 707987] [825037, 718009]
[879998, 647197] [911018, 635916]
[911982, 635079] [919024, 631998]
[919981, 631925] [943004, 637128]
[943987, 637905] [973002, 638152]
[943798, 637989] [955036, 666010]
[955865, 666979] [956524, 689006]
[919097, 631043] [904988, 599984]
[904023, 599027] [900977, 591953]
[956959, 689968] [989000, 702018]
[989990, 702828] [997025, 707023]
[717010, 696014] [694882, 668962]
[694025, 668007] [693785, 664993]
[693110, 664029] [690951, 650959]
[693001, 664816] [673997, 664725]
[673036, 664962] [661993, 681082]
[661628, 681991] [660954, 700011]
[660861, 700967] [663034, 722010]
[663024, 722934] [651995, 740092]
[651944, 740997] [662055, 757003]
[651040, 740951] [631970, 744145]
[631019, 744981] [617972, 757001]
[662852, 757987] [665040, 781001]
[665998, 781006] [684022, 779959]
[665912, 781995] [671088, 805028]
[690011, 650054] [676969, 629976]
[676969, 629026] [695025, 624927]
[695908, 624006] [697045, 612992]
[697822, 612000] [698479, 589999]
[698001, 589177] [691988, 588966]
[691038, 588958] [678948, 593113]
[661023, 681935] [636969, 688060]
[636900, 688007] [638032, 663990]
[638990, 663016] [639161, 658994]
[678029, 593968] [650946, 598027]
[650117, 598000] [649963, 595995]
[649988, 595017] [655047, 574977]
[671997, 805964] [696047, 824094]
[696868, 824015] [703060, 811999]
[703975, 811869] [707021, 813186]
[703989, 811061] [713099, 793987]
[713966, 793050] [719036, 790991]
[719852, 790000] [727027, 771998]
[727068, 771051] [711995, 760992]
[711183, 760018] [710907, 758967]
[710975, 758112] [723020, 741937]
[707996, 813948] [720180, 835011]
[720988, 835990] [744008, 840038]
[744997, 840917] [756009, 840835]
[650034, 598966] [629994, 623011]
[629007, 623996] [625985, 627024]
[629023, 623021] [614825, 598992]
[614009, 598361] [592979, 597862]
[671013, 805891] [644948, 826111]
[644111, 826998] [635819, 857022]
[635063, 857970] [616965, 876002]
[616004, 876939] [611978, 877063]
[616977, 876935] [633034, 885081]
[633891, 885997] [643010, 909028]
[643034, 909997] [623950, 915056]
[623014, 915040] [619986, 913967]
[619095, 913974] [606991, 938009]
[606052, 938980] [594955, 950034]
[594002, 950168] [583989, 948914]
[583085, 948014] [559971, 932992]
[559016, 932036] [543918, 924944]
[543020, 924964] [531990, 933073]
[531001, 933979] [520970, 940002]
[520238, 940994] [508954, 961004]
[508945, 961863] [514110, 966007]
[508130, 961026] [500958, 955988]
[508032, 961983] [498876, 970068]
[514934, 966950] [524004, 976039]
[524991, 976003] [532057, 963992]
[583048, 948976] [578960, 979002]
[500025, 955046] [490941, 925986]
[490025, 925025] [469961, 912961]
[469001, 912936] [449999, 925107]
[449037, 925113] [428940, 912940]
[428054, 912952] [418997, 938013]
[418964, 938964] [422023, 946054]
[422004, 946826] [414990, 947250]
[422910, 946983] [439029, 958021]
[418059, 938061] [402984, 923985]
[402011, 923965] [389979, 932153]
[402001, 923128] [388926, 915947]
[388037, 915003] [369963, 906988]
[369007, 906004] [362942, 886980]
[362005, 886087] [345992, 883928]
[345015, 883049] [333980, 867885]
[333002, 867947] [318982, 870073]
[389120, 932970] [379935, 955026]
[379827, 955978] [385001, 967000]
[385916, 967943] [399047, 978002]
[318021, 870030] [296982, 855967]
[296009, 855138] [293999, 855044]
[293046, 855035] [287995, 847982]
[287959, 847008] [291085, 836973]
[291024, 836034] [281965, 827959]
[281013, 827845] [270997, 829003]
[270093, 829959] [265997, 840005]
[270997, 829003] [271056, 813989]
[271905, 813023] [278036, 799976]
[278134, 799001] [273991, 792974]
[293018, 855990] [277990, 862008]
[277031, 862998] [253995, 868202]
[253017, 868986] [241953, 882009]
[241997, 882985] [247153, 890045]
[439999, 958042] [466039, 951894]
[273003, 792656] [244998, 794116]
[244015, 794719] [227961, 798040]
[227004, 798018] [205938, 783949]
[205019, 783901] [199976, 785043]
[199105, 785005] [188971, 763984]
[188980, 763135] [209015, 758842]
[209878, 758077] [211037, 754988]
[273169, 792013] [257996, 766937]
[257997, 766180] [276004, 759975]
[276992, 759782] [303000, 760250]
[265020, 840094] [235989, 833938]
[235020, 833991] [230825, 841014]
[303991, 760591] [335001, 759733]
[335980, 759022] [343009, 754980]
[343997, 754977] [355036, 767081]
[355089, 767995] [342926, 780030]
[355998, 767811] [376010, 774076]
[376941, 774961] [381138, 785016]
[381976, 785951] [401018, 789123]
[376935, 774029] [392038, 759991]
[392050, 759008] [384943, 747975]
[392992, 759988] [412033, 765202]
[384955, 747063] [390051, 724965]
[390980, 724062] [400122, 707997]
[400942, 707018] [404085, 705993]
[404995, 705799] [420013, 710056]
[420692, 710994] [421049, 716016]
[404897, 705015] [406092, 684985]
[406956, 684076] [424030, 678946]
[424958, 678996] [437026, 684025]
[412859, 765001] [427025, 743991]
[427971, 743112] [442022, 735988]
[442991, 735018] [447100, 726980]
[447888, 726955] [455070, 734011]
[455185, 734995] [452997, 741060]
[455989, 734036] [470016, 731913]
[470946, 731000] [491030, 712975]
[491996, 712979] [516003, 726121]
[406012, 684020] [378997, 676720]
[378122, 676944] [368919, 692016]
[368009, 692258] [367997, 692238]
[367017, 692200] [340966, 686971]
[378040, 676036] [363985, 651985]
[381536, 785999] [380733, 815004]
[380993, 815884] [397031, 822019]
[380166, 815992] [377705, 837005]
[377107, 837086] [360977, 827928]
[360003, 827434] [349997, 827477]
[349002, 827133] [346990, 826884]
[397976, 822999] [417006, 844114]
[417976, 844071] [433009, 840976]
[433920, 840108] [459054, 825951]
[459034, 825018] [446954, 805999]
[446992, 805002] [450012, 801952]
[446045, 805002] [432997, 799890]
[459971, 825022] [485001, 822923]
[485956, 822945] [503008, 829014]
[503135, 829985] [501601, 850014]
[503999, 829379] [533011, 828604]
[533876, 828029] [540012, 805990]
[540991, 805950] [555025, 815009]
[555989, 815948] [563024, 834027]
[555979, 815005] [568043, 797959]
[568987, 797209] [580011, 796946]
[580995, 796886] [589005, 798034]
[589918, 798041] [599068, 788983]
[540188, 805005] [536971, 783995]
[536059, 783005] [529981, 778959]
[589940, 798998] [590156, 823013]
[437915, 684011] [444113, 654972]
[444927, 654002] [462004, 633999]
[462994, 633054] [472005, 622983]
[472017, 622130] [458993, 618861]
[458042, 618058] [438999, 600922]
[438035, 600076] [436982, 599933]
[436004, 599011] [431993, 592905]
[436007, 599934] [426993, 606012]
[426951, 606979] [430137, 620006]
[431022, 592022] [419698, 565985]
[419902, 565014] [425004, 555981]
[425989, 555095] [434016, 549927]
[425051, 555047] [411974, 547952]
[411000, 547006] [405909, 540979]
[405017, 540968] [393965, 548033]
[419003, 565996] [396979, 572029]
[396050, 572978] [387968, 584089]
[387875, 584996] [391076, 604008]
[405903, 540011] [423008, 520934]
[423982, 520001] [441012, 512814]
[441977, 512027] [453075, 503968]
[434946, 549863] [464014, 557073]
[464846, 557017] [467050, 541989]
[467971, 541001] [483030, 538979]
[516988, 726110] [545082, 712993]
[545984, 712030] [551194, 695986]
[551046, 695045] [546907, 678979]
[551978, 695427] [576009, 694869]
[576979, 694998] [591000, 704115]
[576191, 694983] [573924, 712022]
[573477, 712990] [574007, 733002]
[574996, 733999] [584009, 734060]
[574101, 733982] [570729, 763006]
[533997, 828994] [534259, 860002]
[534075, 860974] [522961, 882065]
[485928, 822024] [499035, 792966]
[499061, 792060] [484982, 774958]
[484973, 774033] [495053, 764926]
[276849, 759042] [284065, 726960]
[546819, 678004] [547227, 644988]
[547936, 644011] [561004, 627951]
[547105, 644003] [527979, 625914]
[594985, 950984] [613072, 979038]
[613987, 979916] [641005, 986139]
[641998, 986046] [646147, 982984]
[646945, 982030] [654062, 972982]
[654968, 972088] [664005, 970713]
[664993, 970307] [677002, 969876]
[677951, 969118] [681102, 964987]
[677988, 969995] [680003, 976068]
[680982, 976989] [682173, 983005]
[682695, 983995] [683030, 990012]
[681987, 964244] [700015, 961889]
[700984, 961171] [709024, 956925]
[709956, 956000] [714008, 946964]
[714928, 946008] [722032, 938997]
[722064, 938063] [716941, 932962]
[716033, 932079] [704983, 930975]
[700988, 961980] [712235, 984000]
[712988, 984264] [724000, 981845]
[681036, 964016] [675876, 938962]
[483885, 538055] [494012, 505988]
[284974, 726041] [302126, 696935]
[302943, 696007] [305007, 677993]
[305059, 677006] [282987, 653953]
[282028, 653132] [266994, 651977]
[266047, 651028] [264966, 648954]
[264045, 648988] [259985, 653002]
[259010, 653043] [256997, 652950]
[256023, 652174] [243983, 649824]
[243970, 649008] [249120, 640956]
[259010, 653984] [254974, 669013]
[254067, 669965] [250932, 686015]
[249051, 640018] [242760, 618981]
[282937, 653002] [306011, 635993]
[306911, 635003] [310042, 617974]
[310030, 617060] [309987, 616917]
[309768, 616014] [311020, 604977]
[311117, 604001] [294990, 589931]
[306939, 635967] [328018, 646009]
[294993, 589070] [315021, 575931]
[315060, 575001] [308943, 565870]
[308987, 565036] [321066, 558829]
[321924, 558000] [323167, 540999]
[308027, 565053] [285971, 550866]
[285075, 550001] [275915, 528970]
[275040, 528033] [267946, 509958]
[267002, 509283] [245995, 508808]
[245045, 508945] [240978, 517008]
[267869, 509010] [269019, 479975]
[269036, 479000] [263924, 461953]
[263960, 461026] [280019, 455907]
[242023, 618998] [213949, 627059]
[213009, 627957] [202985, 634029]
[202910, 634990] [208091, 646025]
[280962, 455037] [295058, 428984]
[295971, 428035] [297066, 416995]
[297958, 416039] [300245, 396987]
[300012, 396050] [292904, 382972]
[292890, 382000] [301003, 363975]
[301988, 363044] [313028, 355953]
[313932, 355000] [322092, 333990]
[322758, 333002] [325068, 313997]
[295003, 428177] [268991, 426929]
[268008, 426094] [255974, 423890]
[255027, 423111] [246986, 420997]
[246010, 420965] [238991, 423018]
[313986, 355975] [331013, 376043]
[331843, 376990] [336036, 397006]
[325987, 313677] [353010, 314369]
[353951, 314980] [357015, 324091]
[357975, 324926] [370012, 350012]
[263023, 461014] [233983, 454949]
[233006, 454098] [216988, 450966]
[216016, 450976] [203981, 461078]
[203874, 461989] [204723, 486001]
[204007, 486214] [195977, 485901]
[204914, 486971] [207090, 495040]
[195102, 485005] [173919, 466985]
[173129, 466042] [159970, 449970]
[159027, 449010] [144998, 446945]
[144933, 446002] [150004, 432991]
[150969, 432063] [157001, 430995]
[157992, 430795] [165009, 431114]
[157068, 430026] [151930, 423891]
[165877, 431000] [167107, 420998]
[151002, 423484] [139995, 423550]
[144137, 446978] [142694, 462013]
[142016, 462962] [132969, 472038]
[132007, 472085] [127968, 467961]
[139052, 423041] [126964, 410931]
[126105, 410045] [120945, 393991]
[127023, 467975] [102920, 480011]
[102000, 480980] [89907, 503037]
[89953, 503956] [97016, 512024]
[167815, 420012] [183000, 394977]
[370048, 350977] [364998, 381026]
[132930, 472979] [135085, 505009]
[135974, 505935] [154010, 510099]
[154975, 510876] [156013, 511165]
[156065, 511994] [153963, 520046]
[153902, 520996] [160033, 553017]
[160907, 553977] [175018, 581006]
[175944, 581994] [179151, 595038]
[175993, 581023] [206000, 578668]
[206986, 578936] [221015, 588029]
[221956, 588017] [228052, 580977]
[228949, 580039] [234248, 570993]
[234007, 570027] [229967, 565996]
[229998, 565004] [236095, 551975]
[236993, 551922] [248059, 556068]
[229024, 565015] [210982, 549965]
[183816, 394013] [187143, 360989]
[175003, 581954] [143988, 595008]
[143011, 595782] [123997, 596268]
[123000, 596977] [101991, 610054]
[101014, 610088] [76998, 598952]
[76999, 598071] [94014, 582983]
[94929, 582026] [100077, 551958]
[100979, 551078] [122046, 547998]
[76068, 598992] [70964, 631008]
[70933, 631953] [83059, 639013]
[187978, 360032] [201107, 328979]
[201007, 328018] [186999, 313928]
[186000, 313867] [170998, 315255]
[186062, 313010] [181962, 287982]
[181965, 287013] [182007, 285983]
[182990, 285744] [212010, 288063]
[212999, 288031] [214074, 282999]
[212981, 288871] [219039, 290043]
[219976, 290106] [222034, 286971]
[219954, 290918] [232024, 300021]
[250007, 686215] [215987, 683872]
[215006, 683965] [194952, 699071]
[194034, 699938] [176967, 705016]
[176027, 705018] [166985, 700935]
[166093, 700000] [163957, 683996]
[163037, 683964] [146995, 690028]
[146031, 690950] [140976, 694011]
[140133, 694990] [138875, 700003]
[138993, 700989] [141036, 711024]
[176024, 705970] [169997, 724006]
[141916, 711945] [149011, 730024]
[138009, 700881] [114993, 701058]
[114040, 701955] [111980, 704030]
[114008, 701010] [112914, 695967]
[112969, 695018] [115022, 679983]
[111008, 704865] [85999, 710041]
[85006, 710845] [75993, 712086]
[75014, 712994] [59995, 714007]
[163105, 683009] [162401, 655997]
[162051, 655001] [161659, 636985]
[161016, 636044] [136987, 630870]
[59122, 714003] [49900, 681974]
[49886, 681015] [57127, 666977]
[57044, 666073] [44944, 659969]
[49028, 681910] [20967, 694037]
[325853, 313012] [326253, 276999]
[326994, 276062] [337036, 271997]
[337052, 271038] [329951, 261942]
[337942, 271078] [344002, 259996]
[344990, 259951] [361000, 264055]
[716903, 932001] [718100, 895985]
[718998, 895099] [728006, 893916]
[728993, 893041] [735016, 883915]
[956077, 689990] [941936, 724011]
[941036, 724972] [922945, 748005]
[922876, 748978] [927029, 773018]
[927970, 773121] [957001, 759987]
[957999, 759041] [965083, 749989]
[965983, 749144] [978003, 748805]
[978790, 748994] [987032, 761009]
[922008, 748985] [887981, 756207]
[887907, 756001] [890214, 729989]
[927197, 773987] [912966, 808018]
[912986, 808931] [930008, 811044]
[912020, 808120] [894986, 804932]
[930871, 811987] [936049, 838025]
[936981, 838994] [940223, 851032]
[940941, 851058] [949046, 843983]
[940109, 851965] [937854, 869009]
[937824, 869989] [938121, 881004]
[938958, 881823] [954013, 888004]
[937018, 869082] [918970, 866970]
[918017, 866983] [909930, 878000]
[954044, 888963] [945857, 909011]
[945009, 909654] [925992, 910091]
[894016, 804908] [876989, 826041]
[954995, 888084] [971110, 864990]
[949920, 843048] [972042, 821983]
[876084, 826984] [855815, 855038]
[855938, 855904] [867042, 865062]
[855022, 855948] [839981, 858033]
[839015, 858013] [828949, 851976]
[828952, 851013] [838033, 844954]
[828170, 851051] [820934, 835989]
[820947, 835004] [826094, 816952]
[820126, 835995] [801986, 850056]
[801005, 850957] [795928, 852023]
[839118, 858982] [834870, 891015]
[834970, 891943] [837021, 892105]
[834004, 891046] [815994, 888894]
[815002, 888750] [809999, 889079]
[809002, 889944] [787956, 905037]
[787921, 905992] [790057, 924051]
[837976, 892945] [869147, 912016]
[869936, 912937] [888010, 917021]
[869410, 912996] [866782, 949000]
[866122, 949968] [863651, 961005]
[863979, 961969] [870083, 990003]
[870033, 990900] [858951, 996042]
[858956, 996996] [859092, 998015]
[858047, 996021] [854999, 990912]
[870882, 990946] [881014, 998021]
[881985, 998106] [915021, 988987]
[866016, 949122] [832984, 932971]
[854023, 990219] [819999, 975958]
[819087, 975979] [814992, 994019]
[814003, 994229] [781998, 990924]
[323008, 540012] [314973, 503991]
[314982, 503002] [324003, 486997]
[324969, 486952] [334027, 500065]
[527000, 625014] [523836, 587989]
[523013, 587903] [505953, 593003]
[505060, 593041] [497975, 589985]
[523182, 587001] [519947, 556979]
[519975, 556019] [537092, 538973]
[537989, 538141] [542006, 537756]
[542966, 537012] [553007, 533878]
[553954, 533001] [571027, 500932]
[571039, 500009] [567923, 493967]
[567203, 493026] [565893, 487975]
[565093, 487021] [557975, 476959]
[557004, 476524] [554992, 476554]
[554027, 476882] [548973, 483003]
[565979, 487029] [577091, 474993]
[548021, 483023] [521977, 475951]
[521967, 475089] [530058, 461934]
[530998, 461006] [535052, 450988]
[535923, 450111] [549001, 437972]
